,1,2,3,4,5,6,7
0,0.25572916,0.065397403,0.016724023,0.00427682,0.001093708,0.000279693,7.15256E-05
1,0.74427084,0.178356554,0.068416458,0.023328111,0.007457098,0.002288397,0.000682745
2,,0.756246043,0.139942754,0.063622121,0.025421924,0.009361623,0.003258555
3,,,0.774916765,0.115676583,0.057777101,0.0255317,0.010368128
4,,,,0.793096364,0.098483694,0.052223932,0.024742124
5,,,,,0.809766476,0.085457343,0.047234964
6,,,,,,0.824857312,0.075146533
7,,,,,,,0.838495426
