,1,2,3,4,5,6,7
0,0.22313016,0.049787068,0.011108997,0.002478752,0.000553084,0.00012341,2.75364E-05
1,0.77686984,0.149361205,0.049990484,0.014872513,0.004148133,0.001110688,0.000289133
2,,0.800851727,0.11247859,0.044617539,0.015555498,0.004998097,0.001517947
3,,,0.826421929,0.089235078,0.038888745,0.014994291,0.005312814
4,,,,0.848796117,0.072916396,0.033737155,0.013946136
5,,,,,0.867938144,0.060726879,0.029286886
6,,,,,,0.884309479,0.05125205
7,,,,,,,0.898367499
