,1,2,3,4,5,6,7
0,0.579578279,0.335910981,0.194686708,0.112836187,0.065397403,0.037902914,0.021967706
1,0.420421721,0.366448343,0.31857825,0.246188045,0.178356554,0.124045902,0.083876695
2,,0.297640676,0.260654932,0.268568776,0.243213483,0.202984203,0.160128236
3,,,0.22608011,0.195322747,0.221103166,0.221437312,0.203799574
4,,,,0.177084245,0.150752159,0.181175983,0.194535957
5,,,,,0.141177234,0.118587916,0.14855473
6,,,,,,0.113865771,0.094534828
7,,,,,,,0.092602274
