,1,2,3,4,5,6,7
0,0.60653066,0.367879441,0.22313016,0.135335283,0.082084999,0.049787068,0.030197383
1,0.39346934,0.367879441,0.33469524,0.270670566,0.205212497,0.149361205,0.105690842
2,,0.264241118,0.25102143,0.270670566,0.256515621,0.224041808,0.184958973
3,,,0.19115317,0.180447044,0.213763017,0.224041808,0.215785469
4,,,,0.142876541,0.133601886,0.168031356,0.188812285
5,,,,,0.10882198,0.100818813,0.1321686
6,,,,,,0.083917942,0.07709835
7,,,,,,,0.065288098
